"employee_id","sto_avg","gtq","papi_v_avg","sto_norm","gtq_norm","papi_norm","success_score"
"EMP100413",3.0,31.0,5.0,50.0,59.45945945945946,50.0,54.24
"EMP100212",3.0,31.0,5.0,50.0,59.45945945945946,50.0,54.24
"EMP100011",2.8,31.0,6.0,45.0,59.45945945945946,62.5,54.17
"EMP100361",3.4,34.0,1.0,60.0,67.56756756756756,0.0,54.15
"EMP100715",3.6,26.0,5.0,65.0,45.945945945945944,50.0,54.15
"EMP101493",3.6,26.0,5.0,65.0,45.945945945945944,50.0,54.15
"EMP100796",2.6,31.0,7.0,40.0,59.45945945945946,75.0,54.11
"EMP101722",2.6,31.0,7.0,40.0,59.45945945945946,75.0,54.11
"EMP101258",3.2,34.0,2.0,55.0,67.56756756756756,12.5,54.09
"EMP100582",3.2,34.0,2.0,55.0,67.56756756756756,12.5,54.09
"EMP100521",3.2,34.0,2.0,55.0,67.56756756756756,12.5,54.09
"EMP101739",3.2,34.0,2.0,55.0,67.56756756756756,12.5,54.09
"EMP101063",2.4,31.0,8.0,35.0,59.45945945945946,87.5,54.04
"EMP101344",3.0,34.0,3.0,50.0,67.56756756756756,25.0,54.02
"EMP101109",3.2,26.0,7.0,55.0,45.945945945945944,75.0,54.02
"EMP100812",3.2,26.0,7.0,55.0,45.945945945945944,75.0,54.02
"EMP101095",3.8,29.0,2.0,70.0,54.054054054054056,12.5,54.0
"EMP100526",3.8,29.0,2.0,70.0,54.054054054054056,12.5,54.0
"EMP100298",3.8,29.0,2.0,70.0,54.054054054054056,12.5,54.0
"EMP101335",2.2,31.0,9.0,30.0,59.45945945945946,100.0,53.98
"EMP100414",3.0,26.0,8.0,50.0,45.945945945945944,87.5,53.96
"EMP100404",3.6,21.0,8.0,65.0,32.432432432432435,87.5,53.87
"EMP100088",3.4,29.0,4.0,60.0,54.054054054054056,37.5,53.87
"EMP101970",3.6,21.0,8.0,65.0,32.432432432432435,87.5,53.87
"EMP100016",2.4,34.0,6.0,35.0,67.56756756756756,62.5,53.83
"EMP101032",3.2,29.0,5.0,55.0,54.054054054054056,50.0,53.81
"EMP101936",3.2,29.0,5.0,55.0,54.054054054054056,50.0,53.81
"EMP100579",3.2,29.0,5.0,55.0,54.054054054054056,50.0,53.81
"EMP101555",3.0,37.0,1.0,50.0,75.67567567567568,0.0,53.8
"EMP100131",4.0,24.0,4.0,75.0,40.54054054054054,37.5,53.79
"EMP100106",3.0,29.0,6.0,50.0,54.054054054054056,62.5,53.74
"EMP101319",3.0,29.0,6.0,50.0,54.054054054054056,62.5,53.74
"EMP101492",3.0,29.0,6.0,50.0,54.054054054054056,62.5,53.74
"EMP101558",3.0,29.0,6.0,50.0,54.054054054054056,62.5,53.74
"EMP100772",2.8,29.0,7.0,45.0,54.054054054054056,75.0,53.68
"EMP100420",2.8,29.0,7.0,45.0,54.054054054054056,75.0,53.68
"EMP101430",2.8,29.0,7.0,45.0,54.054054054054056,75.0,53.68
"EMP100744",3.4,32.0,2.0,60.0,62.16216216216216,12.5,53.65
"EMP100938",4.2,27.0,1.0,80.0,48.648648648648646,0.0,53.63
"EMP100835",4.2,27.0,1.0,80.0,48.648648648648646,0.0,53.63
"EMP101323",2.6,29.0,8.0,40.0,54.054054054054056,87.5,53.61
"EMP100296",3.4,24.0,7.0,60.0,40.54054054054054,75.0,53.59
"EMP101775",3.4,24.0,7.0,60.0,40.54054054054054,75.0,53.59
"EMP100568",3.4,24.0,7.0,60.0,40.54054054054054,75.0,53.59
"EMP100494",3.4,24.0,7.0,60.0,40.54054054054054,75.0,53.59
"EMP100739",2.4,29.0,9.0,35.0,54.054054054054056,100.0,53.55
"EMP100565",2.4,29.0,9.0,35.0,54.054054054054056,100.0,53.55
"EMP100235",3.2,24.0,8.0,55.0,40.54054054054054,87.5,53.53
"EMP100246",3.2,24.0,8.0,55.0,40.54054054054054,87.5,53.53
"EMP100529",3.2,24.0,8.0,55.0,40.54054054054054,87.5,53.53
"EMP101959",3.2,24.0,8.0,55.0,40.54054054054054,87.5,53.53
"EMP101347",3.0,32.0,4.0,50.0,62.16216216216216,37.5,53.52
"EMP101247",3.0,32.0,4.0,50.0,62.16216216216216,37.5,53.52
"EMP100678",3.8,27,3.0,70.0,48.648648648648646,25.0,53.5
"EMP100719",3.8,27,3.0,70.0,48.648648648648646,25.0,53.5
"EMP101204",3.8,27,3.0,70.0,48.648648648648646,25.0,53.5
"EMP101699",3.8,27.0,3.0,70.0,48.648648648648646,25.0,53.5
"EMP101471",3.8,27,3.0,70.0,48.648648648648646,25.0,53.5
"EMP101594",3.8,27,3.0,70.0,48.648648648648646,25.0,53.5
"EMP100608",3.8,19.0,8.0,70.0,27.027027027027028,87.5,53.44
"EMP100281",3.6,27.0,4.0,65.0,48.648648648648646,37.5,53.44
"EMP101208",3.6,27.0,4.0,65.0,48.648648648648646,37.5,53.44
"EMP100589",3.6,27,4.0,65.0,48.648648648648646,37.5,53.44
"EMP100692",2.6,32.0,6.0,40.0,62.16216216216216,62.5,53.39
"EMP101719",2.6,32.0,6.0,40.0,62.16216216216216,62.5,53.39
"EMP100444",3.6,19.0,9.0,65.0,27.027027027027028,100.0,53.38
"EMP100472",3.4,27,5.0,60.0,48.648648648648646,50.0,53.37
"EMP101255",3.4,27,5.0,60.0,48.648648648648646,50.0,53.37
"EMP100273",3.4,27,5.0,60.0,48.648648648648646,50.0,53.37
"EMP100877",3.4,27,5.0,60.0,48.648648648648646,50.0,53.37
"EMP100592",3.4,27,5.0,60.0,48.648648648648646,50.0,53.37
"EMP100092",3.4,27,5.0,60.0,48.648648648648646,50.0,53.37
"EMP100639",3.4,27.0,5.0,60.0,48.648648648648646,50.0,53.37
"EMP100339",3.4,27.0,5.0,60.0,48.648648648648646,50.0,53.37
"EMP100663",2.4,32.0,7.0,35.0,62.16216216216216,75.0,53.33
"EMP100950",2.2,40.0,3.0,30.0,83.78378378378379,25.0,53.33
"EMP101964",3.2,27.0,6.0,55.0,48.648648648648646,62.5,53.31
"EMP100387",3.2,27.0,6.0,55.0,48.648648648648646,62.5,53.31
"EMP100395",3.0,35.0,2.0,50.0,70.27027027027027,12.5,53.31
"EMP100972",3.2,27,6.0,55.0,48.648648648648646,62.5,53.31
"EMP100224",4.0,22.0,5.0,75.0,35.13513513513514,50.0,53.29
"EMP101552",3.8,30.0,1.0,70.0,56.75675675675676,0.0,53.29
"EMP101828",3.0,27,7.0,50.0,48.648648648648646,75.0,53.24
"EMP101932",3.0,27,7.0,50.0,48.648648648648646,75.0,53.24
"EMP101750",3.0,27,7.0,50.0,48.648648648648646,75.0,53.24
"EMP101904",3.0,27,7.0,50.0,48.648648648648646,75.0,53.24
"EMP101074",3.0,27,7.0,50.0,48.648648648648646,75.0,53.24
"EMP101946",3.0,27,7.0,50.0,48.648648648648646,75.0,53.24
"EMP101315",3.0,27,7.0,50.0,48.648648648648646,75.0,53.24
"EMP101691",3.0,27,7.0,50.0,48.648648648648646,75.0,53.24
"EMP100456",3.0,27,7.0,50.0,48.648648648648646,75.0,53.24
"EMP101570",3.6,30.0,2.0,65.0,56.75675675675676,12.5,53.22
"EMP100432",2.8,27,8.0,45.0,48.648648648648646,87.5,53.18
"EMP101733",2.8,27,8.0,45.0,48.648648648648646,87.5,53.18
"EMP101260",2.8,27,8.0,45.0,48.648648648648646,87.5,53.18
"EMP100921",2.8,27,8.0,45.0,48.648648648648646,87.5,53.18
"EMP101898",2.8,27,8.0,45.0,48.648648648648646,87.5,53.18
"EMP100418",2.8,27,8.0,45.0,48.648648648648646,87.5,53.18
"EMP101211",2.8,27.0,8.0,45.0,48.648648648648646,87.5,53.18
"EMP101079",2.8,27.0,8.0,45.0,48.648648648648646,87.5,53.18
"EMP100495",2.8,27.0,8.0,45.0,48.648648648648646,87.5,53.18
"EMP100804",2.8,27,8.0,45.0,48.648648648648646,87.5,53.18
"EMP100517",2.8,27,8.0,45.0,48.648648648648646,87.5,53.18
"EMP100099",2.8,27,8.0,45.0,48.648648648648646,87.5,53.18
"EMP100625",3.4,30.0,3.0,60.0,56.75675675675676,25.0,53.16
"EMP100961",3.4,30.0,3.0,60.0,56.75675675675676,25.0,53.16
"EMP100218",2.6,27.0,9.0,40.0,48.648648648648646,100.0,53.11
"EMP101262",2.6,27,9.0,40.0,48.648648648648646,100.0,53.11
"EMP101512",2.6,27.0,9.0,40.0,48.648648648648646,100.0,53.11
"EMP100931",2.6,27,9.0,40.0,48.648648648648646,100.0,53.11
"EMP101465",3.4,22.0,8.0,60.0,35.13513513513514,87.5,53.1
"EMP101917",3.4,22.0,8.0,60.0,35.13513513513514,87.5,53.1
"EMP100541",3.4,22.0,8.0,60.0,35.13513513513514,87.5,53.1
"EMP100616",3.2,30.0,4.0,55.0,56.75675675675676,37.5,53.09
"EMP101616",4.0,25.0,3.0,75.0,43.24324324324324,25.0,53.07
"EMP101287",3.0,30.0,5.0,50.0,56.75675675675676,50.0,53.03
"EMP100925",3.0,30.0,5.0,50.0,56.75675675675676,50.0,53.03
"EMP100509",3.2,22.0,9.0,55.0,35.13513513513514,100.0,53.03
"EMP100459",3.2,22.0,9.0,55.0,35.13513513513514,100.0,53.03
"EMP101179",3.0,30.0,5.0,50.0,56.75675675675676,50.0,53.03
"EMP100620",2.6,38.0,2.0,40.0,78.37837837837837,12.5,52.96
"EMP100878",3.6,25.0,5.0,65.0,43.24324324324324,50.0,52.94
"EMP100659",3.4,33.0,1.0,60.0,64.86486486486487,0.0,52.94
"EMP100370",3.6,25.0,5.0,65.0,43.24324324324324,50.0,52.94
"EMP101934",3.6,25.0,5.0,65.0,43.24324324324324,50.0,52.94
"EMP101587",3.6,25.0,5.0,65.0,43.24324324324324,50.0,52.94
"EMP101620",2.6,30.0,7.0,40.0,56.75675675675676,75.0,52.9
"EMP101338",3.2,33.0,2.0,55.0,64.86486486486487,12.5,52.87
"EMP101666",3.2,25.0,7.0,55.0,43.24324324324324,75.0,52.81
"EMP101451",3.2,25.0,7.0,55.0,43.24324324324324,75.0,52.81
"EMP101694",3.2,25.0,7.0,55.0,43.24324324324324,75.0,52.81
"EMP101866",2.8,33.0,4.0,45.0,64.86486486486487,37.5,52.74
"EMP100013",2.8,33.0,4.0,45.0,64.86486486486487,37.5,52.74
"EMP100731",3.8,20.0,7.0,70.0,29.72972972972973,75.0,52.73
"EMP100205",3.6,28.0,3.0,65.0,51.351351351351354,25.0,52.73
"EMP101210",2.8,25.0,9.0,45.0,43.24324324324324,100.0,52.68
"EMP100087",2.8,25.0,9.0,45.0,43.24324324324324,100.0,52.68
"EMP100680",3.2,28.0,5.0,55.0,51.351351351351354,50.0,52.6
"EMP101307",3.0,36.0,1.0,50.0,72.97297297297297,0.0,52.59
"EMP100177",3.0,28.0,6.0,50.0,51.351351351351354,62.5,52.53
"EMP100315",3.0,28.0,6.0,50.0,51.351351351351354,62.5,52.53
"EMP100233",3.6,31.0,1.0,65.0,59.45945945945946,0.0,52.51
"EMP101905",3.8,23.0,5.0,70.0,37.83783783783784,50.0,52.51
"EMP101882",2.8,28.0,7.0,45.0,51.351351351351354,75.0,52.47
"EMP100706",2.8,28.0,7.0,45.0,51.351351351351354,75.0,52.47
"EMP100045",3.6,23.0,6.0,65.0,37.83783783783784,62.5,52.45
"EMP100400",3.6,23.0,6.0,65.0,37.83783783783784,62.5,52.45
"EMP100649",4.0,26.0,2.0,75.0,45.945945945945944,12.5,52.36
"EMP100683",2.4,28.0,9.0,35.0,51.351351351351354,100.0,52.34
"EMP101257",2.4,28.0,9.0,35.0,51.351351351351354,100.0,52.34
"EMP100079",3.2,23.0,8.0,55.0,37.83783783783784,87.5,52.32
"EMP100742",3.0,31.0,4.0,50.0,59.45945945945946,37.5,52.31
"EMP101409",3.8,26.0,3.0,70.0,45.945945945945944,25.0,52.29
"EMP101091",2.8,31.0,5.0,45.0,59.45945945945946,50.0,52.25
"EMP100898",2.8,31.0,5.0,45.0,59.45945945945946,50.0,52.25
"EMP100628",2.8,31.0,5.0,45.0,59.45945945945946,50.0,52.25
"EMP101087",3.6,26.0,4.0,65.0,45.945945945945944,37.5,52.23
"EMP100103",3.6,26.0,4.0,65.0,45.945945945945944,37.5,52.23
"EMP100575",2.6,31.0,6.0,40.0,59.45945945945946,62.5,52.18
"EMP101821",2.4,39.0,2.0,35.0,81.08108108108108,12.5,52.18
"EMP100348",3.4,26.0,5.0,60.0,45.945945945945944,50.0,52.16
"EMP101661",3.4,26.0,5.0,60.0,45.945945945945944,50.0,52.16
"EMP100952",3.2,26.0,6.0,55.0,45.945945945945944,62.5,52.1
"EMP101948",3.2,26.0,6.0,55.0,45.945945945945944,62.5,52.1
"EMP100695",3.2,26.0,6.0,55.0,45.945945945945944,62.5,52.1
"EMP101192",3.0,26.0,7.0,50.0,45.945945945945944,75.0,52.03
"EMP101640",3.6,29.0,2.0,65.0,54.054054054054056,12.5,52.01
"EMP101047",3.75,23.0,5.0,68.75,37.83783783783784,50.0,52.01
"EMP101317",3.6,29.0,2.0,65.0,54.054054054054056,12.5,52.01
"EMP100065",2.6,34.0,4.0,40.0,67.56756756756756,37.5,51.97
"EMP100360",2.8,26.0,8.0,45.0,45.945945945945944,87.5,51.97
"EMP100569",2.6,34.0,4.0,40.0,67.56756756756756,37.5,51.97
"EMP101971",2.8,26.0,8.0,45.0,45.945945945945944,87.5,51.97
"EMP100249",3.4,29.0,3.0,60.0,54.054054054054056,25.0,51.95
"EMP101371",3.4,29.0,3.0,60.0,54.054054054054056,25.0,51.95
"EMP101441",2.6,26.0,9.0,40.0,45.945945945945944,100.0,51.9
"EMP101003",3.2,29.0,4.0,55.0,54.054054054054056,37.5,51.88
"EMP100368",3.4,21.0,8.0,60.0,32.432432432432435,87.5,51.88
"EMP101581",3.2,29.0,4.0,55.0,54.054054054054056,37.5,51.88
"EMP100228",3.2,29.0,4.0,55.0,54.054054054054056,37.5,51.88
"EMP101417",3.2,29.0,4.0,55.0,54.054054054054056,37.5,51.88
"EMP100397",4.2,16.0,7.0,80.0,18.91891891891892,75.0,51.87
"EMP101297",3.0,29.0,5.0,50.0,54.054054054054056,50.0,51.82
"EMP100854",3.2,21.0,9.0,55.0,32.432432432432435,100.0,51.82
"EMP100985",3.0,29.0,5.0,50.0,54.054054054054056,50.0,51.82
"EMP101527",3.8,24.0,4.0,70.0,40.54054054054054,37.5,51.8
"EMP101039",2.8,29.0,6.0,45.0,54.054054054054056,62.5,51.75
"EMP101072",2.8,29.0,6.0,45.0,54.054054054054056,62.5,51.75
"EMP100242",3.6,24.0,5.0,65.0,40.54054054054054,50.0,51.73
"EMP100409",3.6,24.0,5.0,65.0,40.54054054054054,50.0,51.73
"EMP101116",2.6,29.0,7.0,40.0,54.054054054054056,75.0,51.69
"EMP100384",3.4,24.0,6.0,60.0,40.54054054054054,62.5,51.67
"EMP100308",3.4,24.0,6.0,60.0,40.54054054054054,62.5,51.67
"EMP101090",3.2,32.0,2.0,55.0,62.16216216216216,12.5,51.66
"EMP100373",3.2,32.0,2.0,55.0,62.16216216216216,12.5,51.66
"EMP101907",4.0,27,1.0,75.0,48.648648648648646,0.0,51.64
"EMP100480",4.0,27,1.0,75.0,48.648648648648646,0.0,51.64
"EMP100853",2.4,29.0,8.0,35.0,54.054054054054056,87.5,51.62
"EMP100617",2.4,29.0,8.0,35.0,54.054054054054056,87.5,51.62
"EMP100403",3.0,32.0,3.0,50.0,62.16216216216216,25.0,51.6
"EMP100199",3.2,24.0,7.0,55.0,40.54054054054054,75.0,51.6
"EMP100290",3.0,32.0,3.0,50.0,62.16216216216216,25.0,51.6
"EMP100515",3.2,24.0,7.0,55.0,40.54054054054054,75.0,51.6
"EMP100530",3.8,27,2.0,70.0,48.648648648648646,12.5,51.58
"EMP101769",3.8,27,2.0,70.0,48.648648648648646,12.5,51.58
"EMP100738",2.2,29.0,9.0,30.0,54.054054054054056,100.0,51.56
"EMP100758",3.8,19.0,7.0,70.0,27.027027027027028,75.0,51.52
"EMP101238",3.6,27,3.0,65.0,48.648648648648646,25.0,51.51
"EMP101093",3.6,27,3.0,65.0,48.648648648648646,25.0,51.51
"EMP101453",3.6,27.0,3.0,65.0,48.648648648648646,25.0,51.51
"EMP100955",2.6,32.0,5.0,40.0,62.16216216216216,50.0,51.47
"EMP101765",3.4,27,4.0,60.0,48.648648648648646,37.5,51.45
"EMP101068",3.4,27,4.0,60.0,48.648648648648646,37.5,51.45
"EMP100100",3.4,27,4.0,60.0,48.648648648648646,37.5,51.45
"EMP100932",3.6,19.0,8.0,65.0,27.027027027027028,87.5,51.45
"EMP101522",3.6,19.0,8.0,65.0,27.027027027027028,87.5,51.45
"EMP101013",2.4,32.0,6.0,35.0,62.16216216216216,62.5,51.4
"EMP100948",3.2,27,5.0,55.0,48.648648648648646,50.0,51.38
"EMP101922",3.2,27.0,5.0,55.0,48.648648648648646,50.0,51.38
"EMP100105",3.2,27,5.0,55.0,48.648648648648646,50.0,51.38
"EMP101321",3.2,27,5.0,55.0,48.648648648648646,50.0,51.38
"EMP101838",3.2,27,5.0,55.0,48.648648648648646,50.0,51.38
"EMP100702",3.2,27.0,5.0,55.0,48.648648648648646,50.0,51.38
"EMP101101",3.2,27,5.0,55.0,48.648648648648646,50.0,51.38
"EMP101874",3.2,27,5.0,55.0,48.648648648648646,50.0,51.38
"EMP101202",3.2,27,5.0,55.0,48.648648648648646,50.0,51.38
"EMP101929",3.2,27.0,5.0,55.0,48.648648648648646,50.0,51.38
"EMP100108",3.2,27.0,5.0,55.0,48.648648648648646,50.0,51.38
"EMP101853",3.2,27,5.0,55.0,48.648648648648646,50.0,51.38
"EMP101943",3.2,27,5.0,55.0,48.648648648648646,50.0,51.38
"EMP101329",3.2,27,5.0,55.0,48.648648648648646,50.0,51.38
"EMP101306",2.8,35.0,2.0,45.0,70.27027027027027,12.5,51.32
"EMP101490",3.0,27,6.0,50.0,48.648648648648646,62.5,51.32
"EMP100046",3.0,27,6.0,50.0,48.648648648648646,62.5,51.32
"EMP100312",3.0,27,6.0,50.0,48.648648648648646,62.5,51.32
"EMP100325",2.8,35.0,2.0,45.0,70.27027027027027,12.5,51.32
"EMP100182",3.0,27,6.0,50.0,48.648648648648646,62.5,51.32
"DUP3015",3.8,22.0,5.0,70.0,35.13513513513514,50.0,51.3
"EMP100567",3.8,22.0,5.0,70.0,35.13513513513514,50.0,51.3
"EMP101151",3.8,22.0,5.0,70.0,35.13513513513514,50.0,51.3
"EMP101104",3.6,30.0,1.0,65.0,56.75675675675676,0.0,51.3
"EMP100707",2.8,27.0,7.0,45.0,48.648648648648646,75.0,51.25
"EMP100173",2.8,27.0,7.0,45.0,48.648648648648646,75.0,51.25
"EMP100710",3.6,22.0,6.0,65.0,35.13513513513514,62.5,51.24
"EMP100665",3.4,30.0,2.0,60.0,56.75675675675676,12.5,51.23
"EMP100304",2.6,27,8.0,40.0,48.648648648648646,87.5,51.19
"EMP101517",2.6,27,8.0,40.0,48.648648648648646,87.5,51.19
"EMP100127",2.6,27,8.0,40.0,48.648648648648646,87.5,51.19
"EMP100816",2.6,27,8.0,40.0,48.648648648648646,87.5,51.19
"EMP101199",3.2,30.0,3.0,55.0,56.75675675675676,25.0,51.17
"EMP101908",3.4,22.0,7.0,60.0,35.13513513513514,75.0,51.17
"EMP100388",2.4,27.0,9.0,35.0,48.648648648648646,100.0,51.12
"EMP100946",2.4,27,9.0,35.0,48.648648648648646,100.0,51.12
"EMP101886",2.4,27,9.0,35.0,48.648648648648646,100.0,51.12
"EMP100693",3.2,22.0,8.0,55.0,35.13513513513514,87.5,51.11
"EMP100928",3.0,30.0,4.0,50.0,56.75675675675676,37.5,51.1
"EMP101803",3.0,30.0,4.0,50.0,56.75675675675676,37.5,51.1
"EMP101973",3.0,30.0,4.0,50.0,56.75675675675676,37.5,51.1
"EMP101406",3.8,25.0,3.0,70.0,43.24324324324324,25.0,51.08
"EMP100524",3.8,25.0,3.0,70.0,43.24324324324324,25.0,51.08
"EMP101992",2.8,30.0,5.0,45.0,56.75675675675676,50.0,51.04
"EMP101339",3.0,22.0,9.0,50.0,35.13513513513514,100.0,51.04
"EMP100800",2.8,30.0,5.0,45.0,56.75675675675676,50.0,51.04
"EMP100269",3.6,25.0,4.0,65.0,43.24324324324324,37.5,51.02
"EMP101781",3.6,17.0,9.0,65.0,21.62162162162162,100.0,50.96
"EMP100826",3.4,25.0,5.0,60.0,43.24324324324324,50.0,50.95
"EMP100322",3.4,25.0,5.0,60.0,43.24324324324324,50.0,50.95
"EMP100140",3.2,33.0,1.0,55.0,64.86486486486487,0.0,50.95
"EMP100200",3.4,25.0,5.0,60.0,43.24324324324324,50.0,50.95
"EMP100252",3.4,25.0,5.0,60.0,43.24324324324324,50.0,50.95
"EMP101542",2.4,30.0,7.0,35.0,56.75675675675676,75.0,50.91
"EMP101860",3.2,25.0,6.0,55.0,43.24324324324324,62.5,50.89
"EMP101271",3.0,33.0,2.0,50.0,64.86486486486487,12.5,50.88
"EMP101133",3.0,33.0,2.0,50.0,64.86486486486487,12.5,50.88
"EMP101181",4.0,20.0,5.0,75.0,29.72972972972973,50.0,50.87
"EMP101538",3.8,28.0,1.0,70.0,51.351351351351354,0.0,50.87
"EMP101027",2.2,30.0,8.0,30.0,56.75675675675676,87.5,50.84
"EMP100776",2.0,38.0,4.0,25.0,78.37837837837837,37.5,50.84
"EMP100902",3.0,25.0,7.0,50.0,43.24324324324324,75.0,50.82
"EMP100216",3.0,25.0,7.0,50.0,43.24324324324324,75.0,50.82
"EMP101916",3.6,28.0,2.0,65.0,51.351351351351354,12.5,50.8
"EMP101732",3.8,20.0,6.0,70.0,29.72972972972973,62.5,50.8
"EMP101301",3.6,28.0,2.0,65.0,51.351351351351354,12.5,50.8
"EMP100406",2.8,25.0,8.0,45.0,43.24324324324324,87.5,50.76
"EMP101900",2.6,33.0,4.0,40.0,64.86486486486487,37.5,50.75
"EMP101159",2.6,25.0,9.0,40.0,43.24324324324324,100.0,50.69
"EMP100372",3.2,28.0,4.0,55.0,51.351351351351354,37.5,50.67
"EMP100634",3.2,28.0,4.0,55.0,51.351351351351354,37.5,50.67
"EMP101757",3.4,20.0,8.0,60.0,29.72972972972973,87.5,50.67
"EMP101330",4.0,23.0,3.0,75.0,37.83783783783784,25.0,50.65
"EMP100588",2.2,33.0,6.0,30.0,64.86486486486487,62.5,50.62
"EMP100002",3.2,20.0,9.0,55.0,29.72972972972973,100.0,50.61
"EMP101173",3.2,20.0,9.0,55.0,29.72972972972973,100.0,50.61
"EMP101120",4.0,15.0,8.0,75.0,16.216216216216218,87.5,50.59
"EMP100497",3.4,31.0,1.0,60.0,59.45945945945946,0.0,50.52
"EMP100856",3.6,23.0,5.0,65.0,37.83783783783784,50.0,50.52
"EMP101963",3.2,31.0,2.0,55.0,59.45945945945946,12.5,50.45
"EMP101185",3.2,31.0,2.0,55.0,59.45945945945946,12.5,50.45
"EMP100490",3.2,31.0,2.0,55.0,59.45945945945946,12.5,50.45
"EMP101502",4.2,18.0,5.0,80.0,24.324324324324323,50.0,50.44
"EMP101134",3.0,31.0,3.0,50.0,59.45945945945946,25.0,50.39
"EMP101221",2.8,31.0,4.0,45.0,59.45945945945946,37.5,50.32
"EMP101340",3.6,26.0,3.0,65.0,45.945945945945944,25.0,50.3
"EMP101141",3.6,26.0,3.0,65.0,45.945945945945944,25.0,50.3
"EMP100225",2.6,31.0,5.0,40.0,59.45945945945946,50.0,50.26
"EMP101891",2.6,31.0,5.0,40.0,59.45945945945946,50.0,50.26
"EMP101789",2.6,31.0,5.0,40.0,59.45945945945946,50.0,50.26
"EMP100467",2.8,23.0,9.0,45.0,37.83783783783784,100.0,50.26
"EMP100701",2.8,23.0,9.0,45.0,37.83783783783784,100.0,50.26
"EMP101623",3.4,26.0,4.0,60.0,45.945945945945944,37.5,50.24
"EMP100542",3.4,26.0,4.0,60.0,45.945945945945944,37.5,50.24
"EMP100153",2.4,31.0,6.0,35.0,59.45945945945946,62.5,50.19
"EMP100364",2.4,31.0,6.0,35.0,59.45945945945946,62.5,50.19
"EMP100291",3.2,26.0,5.0,55.0,45.945945945945944,50.0,50.17
"EMP101619",3.0,34.0,1.0,50.0,67.56756756756756,0.0,50.17
"EMP101920",3.0,26.0,6.0,50.0,45.945945945945944,62.5,50.11
"EMP100763",2.8,34.0,2.0,45.0,67.56756756756756,12.5,50.11
"EMP101353",3.6,29.0,1.0,65.0,54.054054054054056,0.0,50.09
"EMP100481",3.6,29.0,1.0,65.0,54.054054054054056,0.0,50.09
"EMP100897",2.8,26.0,7.0,45.0,45.945945945945944,75.0,50.04
"EMP100184",2.8,26.0,7.0,45.0,45.945945945945944,75.0,50.04
"EMP101217",2.8,26.0,7.0,45.0,45.945945945945944,75.0,50.04
"EMP100818",3.4,29.0,2.0,60.0,54.054054054054056,12.5,50.02
"EMP101193",1.8,31.0,9.0,20.0,59.45945945945946,100.0,50.0
"EMP100489",3.4,21.0,7.0,60.0,32.432432432432435,75.0,49.96
"EMP100009",3.2,29.0,3.0,55.0,54.054054054054056,25.0,49.96
"EMP100090",3.2,29.0,3.0,55.0,54.054054054054056,25.0,49.96
"EMP101957",4.2,16.0,6.0,80.0,18.91891891891892,62.5,49.94
"EMP100457",2.4,26.0,9.0,35.0,45.945945945945944,100.0,49.91
"EMP100029",3.0,29.0,4.0,50.0,54.054054054054056,37.5,49.89
"EMP100192",2.0,34.0,6.0,25.0,67.56756756756756,62.5,49.85
"EMP101531",2.8,29.0,5.0,45.0,54.054054054054056,50.0,49.83
"EMP101829",3.6,24.0,4.0,65.0,40.54054054054054,37.5,49.81
"EMP101413",2.6,29.0,6.0,40.0,54.054054054054056,62.5,49.76
"EMP100730",3.4,24.0,5.0,60.0,40.54054054054054,50.0,49.74
"EMP100118",3.2,32.0,1.0,55.0,62.16216216216216,0.0,49.74
"EMP101589",2.4,29.0,7.0,35.0,54.054054054054056,75.0,49.7
"EMP101768",3.2,24.0,6.0,55.0,40.54054054054054,62.5,49.68
"EMP101656",3.2,24.0,6.0,55.0,40.54054054054054,62.5,49.68
"EMP100699",3.0,32.0,2.0,50.0,62.16216216216216,12.5,49.67
"EMP100632",3.8,27,1.0,70.0,48.648648648648646,0.0,49.65
"EMP101955",3.8,27.0,1.0,70.0,48.648648648648646,0.0,49.65
"EMP100419",3.8,27,1.0,70.0,48.648648648648646,0.0,49.65
"EMP100721",3.8,27,1.0,70.0,48.648648648648646,0.0,49.65
"EMP100072",2.8,32.0,3.0,45.0,62.16216216216216,25.0,49.61
"EMP101664",2.8,32.0,3.0,45.0,62.16216216216216,25.0,49.61
"EMP101019",3.6,27.0,2.0,65.0,48.648648648648646,12.5,49.59
"EMP101043",3.6,27,2.0,65.0,48.648648648648646,12.5,49.59
"EMP101364",3.6,27,2.0,65.0,48.648648648648646,12.5,49.59
"EMP100179",3.6,27,2.0,65.0,48.648648648648646,12.5,49.59
"EMP100684",3.6,27,2.0,65.0,48.648648648648646,12.5,49.59
"EMP100777",2.8,24.0,8.0,45.0,40.54054054054054,87.5,49.55
"EMP101528",2.8,24.0,8.0,45.0,40.54054054054054,87.5,49.55
"EMP101998",3.6,19.0,7.0,65.0,27.027027027027028,75.0,49.53
"EMP100114",3.4,27,3.0,60.0,48.648648648648646,25.0,49.52
"EMP100455",3.4,27,3.0,60.0,48.648648648648646,25.0,49.52
"EMP100241",3.4,27,3.0,60.0,48.648648648648646,25.0,49.52
"EMP101432",3.4,27,3.0,60.0,48.648648648648646,25.0,49.52
"EMP101040",3.4,27,3.0,60.0,48.648648648648646,25.0,49.52
"EMP100015",3.4,27,3.0,60.0,48.648648648648646,25.0,49.52
"EMP101267",3.4,27.0,3.0,60.0,48.648648648648646,25.0,49.52
